In-Flight Attendant Training Facilities : Delta Air Lines,"Learn about Delta's state-of-the-art in-flight training facilities in Atlanta, GA and Salt Lake City, UT. Get flight attendant training.",, https://www.delta.com/content/www/en_US/about-delta/business-programs/training-and-consulting-services/flight-attendant-training/in-flight-training-facilities.html
 Customized Compliance Flight Attendant Training : Delta Air Lines," Learn how to develop your workforce skills with Delta's flight attendant customer service, compliance training and crew resource management courses.", , https://www.delta.com/content/www/en_US/about-delta/business-programs/training-and-consulting-services/flight-attendant-training/customized-compliance-training.html
 FLIGHT ATTENDANT TRAINING : Delta Air Lines, Learn how to be a flight attendant with Delta's flight attendant training courses. Train with in-flight and classroom training classes., , https://www.delta.com/content/www/en_US/about-delta/business-programs/training-and-consulting-services/flight-attendant-training.html
 Travelers with Disabilities : Travel Needs : Delta Air Lines, ,"Keep in mind that some airport facilities are not under our control, and ... mission is to help veterans return to an active recreational lifestyle instead of …", https://www.delta.com/content/www/en_US/traveling-with-us/special-travel-needs/disabilities.html
