Lyndon B. Johnson | whitehouse.gov,www.whitehouse.gov/1600/presidents/lyndonbjohnson,"LBJ's vision was to create a ""Great Society "" for the American people."
Remarks by President Trump and Prime Minister Trudeau of Canada in Roundtable with Women Entrepreneurs,www.whitehouse.gov/the-press-office/2017/02/13/remarks-president-trump-and-prime-minister-trudeau-canada-roundtable,"...with women CEOs, women executives to talk about both their successes and the challenges...across our community and across our society . Whenever I sit ..."
Remarks by the Vice President to Fabick Cat Employees,www.whitehouse.gov/the-press-office/2017/02/22/remarks-vice-president-fabick-cat-employees,"...happens when hatred runs rampant in a society . We were near Munich, Germany, where...let me get on to what I came here to talk to you about. It is ..."
Remarks by President Trump and Prime Minister Trudeau of Canada in Joint Press Conference,www.whitehouse.gov/the-press-office/2017/02/13/remarks-president-trump-and-prime-minister-trudeau-canada-joint-press,"...importantly, we had the opportunity to talk about the unique relationship between...rise of illegal use of opioids in our society is nothing less than ..."
"Press Briefing by Press Secretary Sean Spicer, 2/1/2017, #6",www.whitehouse.gov/the-press-office/2017/02/01/press-briefing-press-secretary-sean-spicer-212017-6,"...officially named, I hope you all allow me to talk for a moment about how exceptionally...Capitol Hill, I think it's a good time to talk about the ..."
Remarks by President Trump at National Prayer Breakfast,www.whitehouse.gov/the-press-office/2017/02/02/remarks-president-trump-national-prayer-breakfast,"...the Senate’s appointment, but we’ll talk to them. Your son is here. Your job...America must forever remain a tolerant society where all faiths are ..."
"Press Briefing by Press Secretary Sean Spicer, 2/9/2017, #11",www.whitehouse.gov/the-press-office/2017/02/09/press-briefing-press-secretary-sean-spicer-292017-11,"...and prevent them from disrupting our society any further. Now, on to the President’s...States senators could walk out and talk about -- and again, ..."
"Press Briefing by Press Secretary Sean Spicer, 2/2/2017, #7",www.whitehouse.gov/the-press-office/2017/02/02/press-briefing-press-secretary-sean-spicer-222017-7,"...encouraged Americans to remain a tolerant society where all faiths are respected and...his job is to get in, get settled, talk to the employees, make ..."
Remarks by President Trump and Prime Minister Netanyahu of Israel in Joint Press Conference,www.whitehouse.gov/the-press-office/2017/02/15/remarks-president-trump-and-prime-minister-netanyahu-israel-joint-press,"...unfortunately, infected Palestinian society . So I want this to change. I want...seen what they're taught. And you can talk about flexibility there ..."
